task_id,photo_id,photo_type,segment_num,segment_type,segment_value
ebd86576_b441_409a_bdfd_654b360036d1,1005552,ДС,4,Порода,Переслаивание пород
ec5dc4b8_4b45_4a7d_b9fb_a402209361a3,1014392,ДС,0,Разрушенность,Разлом
ec5dc4b8_4b45_4a7d_b9fb_a402209361a3,1014392,ДС,1,Порода,Переслаивание пород
ec5dc4b8_4b45_4a7d_b9fb_a402209361a3,1014392,ДС,2,Порода,Алевролит глинистый
ed434adf_4adb_42c1_9355_60ec16a368db,1004864,ДС,0,Порода,Переслаивание пород
ed434adf_4adb_42c1_9355_60ec16a368db,1004864,ДС,1,Порода,Песчаник
f98be44c_3374_4349_b36d_60c67d2abb24,1012030,ДС,0,Разрушенность,Разлом
f98be44c_3374_4349_b36d_60c67d2abb24,1012030,ДС,1,Разрушенность,Разлом
f98be44c_3374_4349_b36d_60c67d2abb24,1012030,ДС,2,Разрушенность,Разлом
f98be44c_3374_4349_b36d_60c67d2abb24,1012030,ДС,3,Разрушенность,Разлом
f98be44c_3374_4349_b36d_60c67d2abb24,1012030,ДС,4,Разрушенность,Разлом
f98be44c_3374_4349_b36d_60c67d2abb24,1012030,ДС,5,Порода,Переслаивание пород
f98be44c_3374_4349_b36d_60c67d2abb24,1012030,ДС,6,Разрушенность,Разлом
f98be44c_3374_4349_b36d_60c67d2abb24,1012030,ДС,7,Разрушенность,Разлом
f98be44c_3374_4349_b36d_60c67d2abb24,1012030,ДС,8,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,0,Порода,Переслаивание пород
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,1,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,2,Порода,Переслаивание пород
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,3,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,4,Порода,Алевролит глинистый
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,5,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,6,Порода,Переслаивание пород
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,7,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,8,Порода,Алевролит глинистый
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,9,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,10,Порода,Переслаивание пород
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,11,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,12,Порода,Переслаивание пород
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,13,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,14,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,15,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,16,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,17,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,18,Порода,Переслаивание пород
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,19,Разрушенность,Разлом
fe329b46_3039_4ec3_8f7c_01c5ad50e1b5,1016486,ДС,20,Разрушенность,Разлом
092b1e9b_aa2b_4f73_ab24_af49265c79d3,1007202,ДС,0,Порода,Песчаник
10c01666_f313_4a49_a292_cd8dbcf5a184,1014714,ДС,0,Порода,Переслаивание пород
1d352bcd_5cdf_43e3_8088_b2a211817c0c,1014114,ДС,0,Разрушенность,Разлом
1d352bcd_5cdf_43e3_8088_b2a211817c0c,1014114,ДС,1,Порода,Переслаивание пород
1d352bcd_5cdf_43e3_8088_b2a211817c0c,1014114,ДС,2,Разрушенность,Разлом
1d352bcd_5cdf_43e3_8088_b2a211817c0c,1014114,ДС,3,Порода,Переслаивание пород
1d352bcd_5cdf_43e3_8088_b2a211817c0c,1014114,ДС,4,Разрушенность,Разлом
2d60fe50_1d5c_46cf_8bf5_089216f6eb27,1010174,ДС,0,Порода,Переслаивание пород
33c509ae_faab_431d_9063_a1fbc933ab15,1017318,ДС,0,Порода,Алевролит глинистый
33d3a341_cf1b_4e56_aff8_c4c68d9e055f,1011936,ДС,0,Порода,Песчаник
343339c2_9642_427b_9d37_9b44c6e85227,1006436,ДС,0,Разрушенность,Разлом
343339c2_9642_427b_9d37_9b44c6e85227,1006436,ДС,1,Порода,Переслаивание пород
40a9919f_77e1_47d6_b7b8_7a6d741e22c5,1000622,ДС,0,Порода,Алевролит глинистый
4171083e_7aaf_457d_aca7_69a70b4b5870,1014240,ДС,0,Разрушенность,Разлом
4171083e_7aaf_457d_aca7_69a70b4b5870,1014240,ДС,1,Порода,Переслаивание пород
4171083e_7aaf_457d_aca7_69a70b4b5870,1014240,ДС,2,Порода,Песчаник
4171083e_7aaf_457d_aca7_69a70b4b5870,1014240,ДС,3,Разрушенность,Разлом
4171083e_7aaf_457d_aca7_69a70b4b5870,1014240,ДС,4,Порода,Песчаник
4171083e_7aaf_457d_aca7_69a70b4b5870,1014240,ДС,5,Порода,Песчаник
4171083e_7aaf_457d_aca7_69a70b4b5870,1014240,ДС,6,Разрушенность,Разлом
4171083e_7aaf_457d_aca7_69a70b4b5870,1014240,ДС,7,Разрушенность,Разлом
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,0,Разрушенность,Разлом
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,1,Разрушенность,Разлом
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,2,Разрушенность,Разлом
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,3,Разрушенность,Разлом
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,4,Разрушенность,Разлом
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,5,Разрушенность,Разлом
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,6,Порода,Аргиллит
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,7,Разрушенность,Разлом
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,8,Разрушенность,Разлом
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,9,Разрушенность,Разлом
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,10,Порода,Аргиллит
4225db9e_36f8_46ef_b089_c25030937865,1006544,ДС,11,Разрушенность,Разлом
47cbe8b3_2522_4a05_a8e9_81d51b66ed30,1011982,ДС,0,Разрушенность,Разлом
47cbe8b3_2522_4a05_a8e9_81d51b66ed30,1011982,ДС,1,Порода,Переслаивание пород
47cbe8b3_2522_4a05_a8e9_81d51b66ed30,1011982,ДС,2,Разрушенность,Разлом
47cbe8b3_2522_4a05_a8e9_81d51b66ed30,1011982,ДС,3,Разрушенность,Разлом
47cbe8b3_2522_4a05_a8e9_81d51b66ed30,1011982,ДС,4,Порода,Переслаивание пород
47cbe8b3_2522_4a05_a8e9_81d51b66ed30,1011982,ДС,5,Разрушенность,Разлом
486b8941_2eaf_42a9_9d66_412fcf16e03f,1002498,ДС,0,Порода,Переслаивание пород
486b8941_2eaf_42a9_9d66_412fcf16e03f,1002498,ДС,1,Разрушенность,Разлом
4b16fce9_6a9c_478f_823e_9590629bb551,1016126,ДС,0,Разрушенность,Разлом
4b16fce9_6a9c_478f_823e_9590629bb551,1016126,ДС,1,Разрушенность,Разлом
4b16fce9_6a9c_478f_823e_9590629bb551,1016126,ДС,2,Порода,Переслаивание пород
4b16fce9_6a9c_478f_823e_9590629bb551,1016126,ДС,3,Разрушенность,Разлом
4b16fce9_6a9c_478f_823e_9590629bb551,1016126,ДС,4,Разрушенность,Разлом
4b16fce9_6a9c_478f_823e_9590629bb551,1016126,ДС,5,Разрушенность,Разлом
4b16fce9_6a9c_478f_823e_9590629bb551,1016126,ДС,6,Разрушенность,Разлом
53fcb5aa_14a6_4bd2_8338_327cfc931e6c,1001212,ДС,0,Порода,Песчаник
54ef8d9d_5aa6_4aa9_b83e_341dc9a9db98,1015730,ДС,0,Порода,Переслаивание пород
54ef8d9d_5aa6_4aa9_b83e_341dc9a9db98,1015730,ДС,1,Порода,Песчаник
54ef8d9d_5aa6_4aa9_b83e_341dc9a9db98,1015730,ДС,2,Порода,Переслаивание пород
54ef8d9d_5aa6_4aa9_b83e_341dc9a9db98,1015730,ДС,3,Порода,Песчаник
54ef8d9d_5aa6_4aa9_b83e_341dc9a9db98,1015730,ДС,4,Разрушенность,Разлом
54ef8d9d_5aa6_4aa9_b83e_341dc9a9db98,1015730,ДС,5,Порода,Алевролит глинистый
54ef8d9d_5aa6_4aa9_b83e_341dc9a9db98,1015730,ДС,6,Разрушенность,Разлом
54ef8d9d_5aa6_4aa9_b83e_341dc9a9db98,1015730,ДС,7,Разрушенность,Разлом
54ef8d9d_5aa6_4aa9_b83e_341dc9a9db98,1015730,ДС,8,Порода,Песчаник
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,0,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,1,Порода,Песчаник
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,2,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,3,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,4,Порода,Песчаник
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,5,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,6,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,7,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,8,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,9,Порода,Песчаник
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,10,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,11,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,12,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,13,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,14,Разрушенность,Разлом
5593d3e2_5ebc_47dd_806a_f14e3eeacc8e,1001626,ДС,15,Разрушенность,Разлом
5a240ada_f549_435f_bd2a_1a434efec3e8,1006364,ДС,0,Порода,Переслаивание пород
5a240ada_f549_435f_bd2a_1a434efec3e8,1006364,ДС,1,Разрушенность,Разлом
5a240ada_f549_435f_bd2a_1a434efec3e8,1006364,ДС,2,Порода,Переслаивание пород
5a240ada_f549_435f_bd2a_1a434efec3e8,1006364,ДС,3,Разрушенность,Разлом
5a240ada_f549_435f_bd2a_1a434efec3e8,1006364,ДС,4,Порода,Аргиллит
5a240ada_f549_435f_bd2a_1a434efec3e8,1006364,ДС,5,Разрушенность,Разлом
5a240ada_f549_435f_bd2a_1a434efec3e8,1006364,ДС,6,Порода,Алевролит глинистый
5a8464dc_aa01_40e6_a86e_359b8181e46b,1017066,ДС,0,Порода,Аргиллит
5a8464dc_aa01_40e6_a86e_359b8181e46b,1017066,ДС,1,Порода,Уголь
5a8464dc_aa01_40e6_a86e_359b8181e46b,1017066,ДС,2,Порода,Аргиллит
5a8464dc_aa01_40e6_a86e_359b8181e46b,1017066,ДС,3,Порода,Уголь
5a8464dc_aa01_40e6_a86e_359b8181e46b,1017066,ДС,4,Порода,Аргиллит углистый
5c5d5ac6_198d_44a8_b877_0244e719463b,1000344,ДС,0,Порода,Песчаник
5c5d5ac6_198d_44a8_b877_0244e719463b,1000344,ДС,1,Порода,Аргиллит
5c5d5ac6_198d_44a8_b877_0244e719463b,1000344,ДС,2,Разрушенность,Разлом
5c5d5ac6_198d_44a8_b877_0244e719463b,1000344,ДС,3,Порода,Песчаник
5c5d5ac6_198d_44a8_b877_0244e719463b,1000344,ДС,4,Порода,Аргиллит
5d6b682c_8811_4d6b_884d_52e1338b2ea5,1010154,ДС,0,Разрушенность,Разлом
5d6b682c_8811_4d6b_884d_52e1338b2ea5,1010154,ДС,1,Порода,Переслаивание пород
5eff2d5b_d5d9_463f_be01_b6d8d711f1f7,1014998,ДС,0,Разрушенность,Разлом
5eff2d5b_d5d9_463f_be01_b6d8d711f1f7,1014998,ДС,1,Порода,Алевролит глинистый
5eff2d5b_d5d9_463f_be01_b6d8d711f1f7,1014998,ДС,2,Разрушенность,Разлом
5eff2d5b_d5d9_463f_be01_b6d8d711f1f7,1014998,ДС,3,Разрушенность,Разлом
5eff2d5b_d5d9_463f_be01_b6d8d711f1f7,1014998,ДС,4,Разрушенность,Разлом
5eff2d5b_d5d9_463f_be01_b6d8d711f1f7,1014998,ДС,5,Порода,Алевролит глинистый
5eff2d5b_d5d9_463f_be01_b6d8d711f1f7,1014998,ДС,6,Разрушенность,Разлом
5eff2d5b_d5d9_463f_be01_b6d8d711f1f7,1014998,ДС,7,Разрушенность,Разлом
5eff2d5b_d5d9_463f_be01_b6d8d711f1f7,1014998,ДС,8,Разрушенность,Разлом
5eff2d5b_d5d9_463f_be01_b6d8d711f1f7,1014998,ДС,9,Разрушенность,Разлом
675d343a_556c_4844_8278_1a10e1d7b081,1003318,ДС,0,Разрушенность,Разлом
675d343a_556c_4844_8278_1a10e1d7b081,1003318,ДС,1,Разрушенность,Разлом
675d343a_556c_4844_8278_1a10e1d7b081,1003318,ДС,2,Порода,Песчаник
675d343a_556c_4844_8278_1a10e1d7b081,1003318,ДС,3,Разрушенность,Разлом
675d343a_556c_4844_8278_1a10e1d7b081,1003318,ДС,4,Разрушенность,Разлом
68a2393c_1f5e_4f09_bfbb_6d62ec21ee26,1004002,ДС,0,Порода,Песчаник
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,0,Разрушенность,Разлом
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,1,Порода,Переслаивание пород
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,2,Порода,Аргиллит
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,3,Порода,Уголь
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,4,Порода,Песчаник глинистый
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,5,Порода,Песчаник
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,6,Порода,Уголь
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,7,Порода,Переслаивание пород
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,8,Разрушенность,Разлом
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,9,Разрушенность,Разлом
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,10,Порода,Алевролит глинистый
72189949_6d6f_4a92_8b4b_43edba874d5b,1015608,ДС,11,Разрушенность,Разлом
7f80f25e_2441_4f2c_9110_0b14f757222a,1011928,ДС,0,Порода,Песчаник
7f80f25e_2441_4f2c_9110_0b14f757222a,1011928,ДС,1,Разрушенность,Разлом
7f80f25e_2441_4f2c_9110_0b14f757222a,1011928,ДС,2,Порода,Песчаник
7f925687_35b1_4f1e_b1ae_b97856aa9287,1005962,ДС,0,Разрушенность,Разлом
7f925687_35b1_4f1e_b1ae_b97856aa9287,1005962,ДС,1,Разрушенность,Разлом
7f925687_35b1_4f1e_b1ae_b97856aa9287,1005962,ДС,2,Порода,Переслаивание пород
7f925687_35b1_4f1e_b1ae_b97856aa9287,1005962,ДС,3,Разрушенность,Разлом
7f925687_35b1_4f1e_b1ae_b97856aa9287,1005962,ДС,4,Порода,Переслаивание пород
854a9506_c89c_420b_b7de_fede2ac363dd,1000586,ДС,0,Порода,Переслаивание пород
85f46e0a_9576_418a_a9e4_42876a23dbf7,1015342,ДС,0,Разрушенность,Разлом
85f46e0a_9576_418a_a9e4_42876a23dbf7,1015342,ДС,1,Порода,Переслаивание пород
993368e8_1a3f_480d_b5f3_29fab18c1348,1012510,ДС,0,Разрушенность,Разлом
993368e8_1a3f_480d_b5f3_29fab18c1348,1012510,ДС,1,Разрушенность,Разлом
993368e8_1a3f_480d_b5f3_29fab18c1348,1012510,ДС,2,Разрушенность,Разлом
993368e8_1a3f_480d_b5f3_29fab18c1348,1012510,ДС,3,Порода,Переслаивание пород
993368e8_1a3f_480d_b5f3_29fab18c1348,1012510,ДС,4,Разрушенность,Разлом
993368e8_1a3f_480d_b5f3_29fab18c1348,1012510,ДС,5,Разрушенность,Разлом
993368e8_1a3f_480d_b5f3_29fab18c1348,1012510,ДС,6,Разрушенность,Разлом
993368e8_1a3f_480d_b5f3_29fab18c1348,1012510,ДС,7,Порода,Переслаивание пород
993368e8_1a3f_480d_b5f3_29fab18c1348,1012510,ДС,8,Разрушенность,Разлом
9d62d591_6eb7_46b0_882a_56135c5e4ad5,1002404,ДС,0,Разрушенность,Разлом
9d62d591_6eb7_46b0_882a_56135c5e4ad5,1002404,ДС,1,Порода,Переслаивание пород
9d62d591_6eb7_46b0_882a_56135c5e4ad5,1002404,ДС,2,Разрушенность,Разлом
9dbf211c_c05a_44e7_a8ea_14d840b783fc,1004830,ДС,0,Порода,Переслаивание пород
a31c2b56_1565_4f90_b730_50a643c00ef1,1017736,ДС,0,Разрушенность,Разлом
a31c2b56_1565_4f90_b730_50a643c00ef1,1017736,ДС,1,Порода,Переслаивание пород
a31c2b56_1565_4f90_b730_50a643c00ef1,1017736,ДС,2,Разрушенность,Разлом
a31c2b56_1565_4f90_b730_50a643c00ef1,1017736,ДС,3,Разрушенность,Разлом
a39210fa_adeb_4ca0_8ce6_a6ddae6b112d,1014676,ДС,0,Порода,Алевролит глинистый
a39210fa_adeb_4ca0_8ce6_a6ddae6b112d,1014676,ДС,1,Разрушенность,Разлом
a39210fa_adeb_4ca0_8ce6_a6ddae6b112d,1014676,ДС,2,Порода,Переслаивание пород
a39210fa_adeb_4ca0_8ce6_a6ddae6b112d,1014676,ДС,3,Разрушенность,Разлом
a39210fa_adeb_4ca0_8ce6_a6ddae6b112d,1014676,ДС,4,Порода,Переслаивание пород
a39210fa_adeb_4ca0_8ce6_a6ddae6b112d,1014676,ДС,5,Разрушенность,Проба
a39210fa_adeb_4ca0_8ce6_a6ddae6b112d,1014676,ДС,6,Порода,Песчаник
a39210fa_adeb_4ca0_8ce6_a6ddae6b112d,1014676,ДС,7,Разрушенность,Разлом
a39210fa_adeb_4ca0_8ce6_a6ddae6b112d,1014676,ДС,8,Разрушенность,Разлом
a39210fa_adeb_4ca0_8ce6_a6ddae6b112d,1014676,ДС,9,Порода,Переслаивание пород
a39210fa_adeb_4ca0_8ce6_a6ddae6b112d,1014676,ДС,10,Разрушенность,Проба
a8686413_05c5_4e49_bcba_76009d5b3da6,1017034,ДС,0,Порода,Переслаивание пород
a8686413_05c5_4e49_bcba_76009d5b3da6,1017034,ДС,1,Порода,Песчаник
a8686413_05c5_4e49_bcba_76009d5b3da6,1017034,ДС,2,Порода,Переслаивание пород
a8686413_05c5_4e49_bcba_76009d5b3da6,1017034,ДС,3,Порода,Песчаник
a8686413_05c5_4e49_bcba_76009d5b3da6,1017034,ДС,4,Разрушенность,Разлом
a8686413_05c5_4e49_bcba_76009d5b3da6,1017034,ДС,5,Порода,Песчаник
aa31516c_7237_499b_9da1_7112a34659b6,1017048,ДС,0,Порода,Переслаивание пород
aff7a63a_b746_4cb5_9757_70b7e74e9757,1002272,ДС,0,Разрушенность,Разлом
aff7a63a_b746_4cb5_9757_70b7e74e9757,1002272,ДС,1,Разрушенность,Разлом
aff7a63a_b746_4cb5_9757_70b7e74e9757,1002272,ДС,2,Порода,Песчаник
aff7a63a_b746_4cb5_9757_70b7e74e9757,1002272,ДС,3,Разрушенность,Разлом
aff7a63a_b746_4cb5_9757_70b7e74e9757,1002272,ДС,4,Разрушенность,Разлом
b5cb09a3_fb93_49af_8879_ff5c4af3bfb5,1005296,ДС,0,Разрушенность,Разлом
b5cb09a3_fb93_49af_8879_ff5c4af3bfb5,1005296,ДС,1,Порода,Переслаивание пород
b5cb09a3_fb93_49af_8879_ff5c4af3bfb5,1005296,ДС,2,Разрушенность,Разлом
b5cb09a3_fb93_49af_8879_ff5c4af3bfb5,1005296,ДС,3,Разрушенность,Разлом
b5cb09a3_fb93_49af_8879_ff5c4af3bfb5,1005296,ДС,4,Разрушенность,Разлом
b5cb09a3_fb93_49af_8879_ff5c4af3bfb5,1005296,ДС,5,Порода,Алевролит глинистый
b5cb09a3_fb93_49af_8879_ff5c4af3bfb5,1005296,ДС,6,Разрушенность,Разлом
b5cb09a3_fb93_49af_8879_ff5c4af3bfb5,1005296,ДС,7,Порода,Переслаивание пород
b5cb09a3_fb93_49af_8879_ff5c4af3bfb5,1005296,ДС,8,Разрушенность,Разлом
b6119bae_f37b_403d_9163_dfd3f2d2ecf0,1016164,ДС,0,Порода,Переслаивание пород
b6119bae_f37b_403d_9163_dfd3f2d2ecf0,1016164,ДС,1,Порода,Песчаник
b719ddb2_a035_468b_abaf_019dc724f3c2,1004072,ДС,0,Разрушенность,Разлом
b719ddb2_a035_468b_abaf_019dc724f3c2,1004072,ДС,1,Порода,Переслаивание пород
b719ddb2_a035_468b_abaf_019dc724f3c2,1004072,ДС,2,Порода,Песчаник
b719ddb2_a035_468b_abaf_019dc724f3c2,1004072,ДС,3,Разрушенность,Разлом
b719ddb2_a035_468b_abaf_019dc724f3c2,1004072,ДС,4,Разрушенность,Разлом
b719ddb2_a035_468b_abaf_019dc724f3c2,1004072,ДС,5,Порода,Переслаивание пород
b719ddb2_a035_468b_abaf_019dc724f3c2,1004072,ДС,6,Разрушенность,Разлом
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,0,Порода,Аргиллит
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,1,Разрушенность,Разлом
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,2,Разрушенность,Разлом
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,3,Разрушенность,Разлом
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,4,Разрушенность,Разлом
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,5,Разрушенность,Разлом
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,6,Порода,Аргиллит
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,7,Разрушенность,Разлом
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,8,Разрушенность,Разлом
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,9,Разрушенность,Разлом
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,10,Разрушенность,Разлом
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,11,Разрушенность,Разлом
bf77011f_6d89_4323_ba22_4d825c51a1b8,1012254,ДС,12,Разрушенность,Разлом
c3383bed_6389_4532_99d0_88d9503b2a2d,1009880,ДС,0,Разрушенность,Разлом
c3383bed_6389_4532_99d0_88d9503b2a2d,1009880,ДС,1,Порода,Песчаник
c3383bed_6389_4532_99d0_88d9503b2a2d,1009880,ДС,2,Разрушенность,Разлом
c3383bed_6389_4532_99d0_88d9503b2a2d,1009880,ДС,3,Разрушенность,Разлом
c3383bed_6389_4532_99d0_88d9503b2a2d,1009880,ДС,4,Порода,Песчаник
c3383bed_6389_4532_99d0_88d9503b2a2d,1009880,ДС,5,Разрушенность,Разлом
c55efffe_0264_4532_a6c6_2a65be04366a,1004436,ДС,0,Разрушенность,Разлом
c55efffe_0264_4532_a6c6_2a65be04366a,1004436,ДС,1,Разрушенность,Разлом
c55efffe_0264_4532_a6c6_2a65be04366a,1004436,ДС,2,Разрушенность,Разлом
c55efffe_0264_4532_a6c6_2a65be04366a,1004436,ДС,3,Порода,Переслаивание пород
c55efffe_0264_4532_a6c6_2a65be04366a,1004436,ДС,4,Разрушенность,Разлом
c55efffe_0264_4532_a6c6_2a65be04366a,1004436,ДС,5,Разрушенность,Разлом
c55efffe_0264_4532_a6c6_2a65be04366a,1004436,ДС,6,Разрушенность,Разлом
c55efffe_0264_4532_a6c6_2a65be04366a,1004436,ДС,7,Порода,Песчаник
d0a411ce_7152_4dfe_ad7f_34dfdc34f88f,1006620,ДС,0,Разрушенность,Разлом
d0a411ce_7152_4dfe_ad7f_34dfdc34f88f,1006620,ДС,1,Разрушенность,Разлом
d0a411ce_7152_4dfe_ad7f_34dfdc34f88f,1006620,ДС,2,Порода,Песчаник
d0a411ce_7152_4dfe_ad7f_34dfdc34f88f,1006620,ДС,3,Разрушенность,Разлом
d1d9894d_2158_4498_a30c_3de1fbd81f25,1016774,ДС,0,Разрушенность,Разлом
d1d9894d_2158_4498_a30c_3de1fbd81f25,1016774,ДС,1,Порода,Переслаивание пород
d1d9894d_2158_4498_a30c_3de1fbd81f25,1016774,ДС,2,Разрушенность,Разлом
d1d9894d_2158_4498_a30c_3de1fbd81f25,1016774,ДС,3,Разрушенность,Разлом
d1d9894d_2158_4498_a30c_3de1fbd81f25,1016774,ДС,4,Порода,Переслаивание пород
d1d9894d_2158_4498_a30c_3de1fbd81f25,1016774,ДС,5,Разрушенность,Разлом
d1d9894d_2158_4498_a30c_3de1fbd81f25,1016774,ДС,6,Разрушенность,Разлом
d1d9894d_2158_4498_a30c_3de1fbd81f25,1016774,ДС,7,Разрушенность,Разлом
dd6c15d5_36c6_4dbd_9842_aac0503d296f,1017390,ДС,0,Порода,Алевролит глинистый
dd6c15d5_36c6_4dbd_9842_aac0503d296f,1017390,ДС,1,Порода,Переслаивание пород
dd6c15d5_36c6_4dbd_9842_aac0503d296f,1017390,ДС,2,Разрушенность,Разлом
dd6c15d5_36c6_4dbd_9842_aac0503d296f,1017390,ДС,3,Порода,Алевролит глинистый
dd6c15d5_36c6_4dbd_9842_aac0503d296f,1017390,ДС,4,Разрушенность,Разлом
dd6c15d5_36c6_4dbd_9842_aac0503d296f,1017390,ДС,5,Порода,Переслаивание пород
dd6c15d5_36c6_4dbd_9842_aac0503d296f,1017390,ДС,6,Разрушенность,Разлом
dd6c15d5_36c6_4dbd_9842_aac0503d296f,1017390,ДС,7,Разрушенность,Разлом
deb9fa33_d96e_448b_b9e8_1ea9a14a839a,1016300,ДС,0,Разрушенность,Разлом
deb9fa33_d96e_448b_b9e8_1ea9a14a839a,1016300,ДС,1,Порода,Песчаник
deb9fa33_d96e_448b_b9e8_1ea9a14a839a,1016300,ДС,2,Разрушенность,Разлом
deb9fa33_d96e_448b_b9e8_1ea9a14a839a,1016300,ДС,3,Разрушенность,Разлом
deb9fa33_d96e_448b_b9e8_1ea9a14a839a,1016300,ДС,4,Порода,Переслаивание пород
deb9fa33_d96e_448b_b9e8_1ea9a14a839a,1016300,ДС,5,Разрушенность,Разлом
deb9fa33_d96e_448b_b9e8_1ea9a14a839a,1016300,ДС,6,Разрушенность,Разлом
deb9fa33_d96e_448b_b9e8_1ea9a14a839a,1016300,ДС,7,Порода,Песчаник
e052cc1b_986f_400a_b831_c913cf1ef42b,1000726,ДС,0,Порода,Песчаник
